ticker,market,date,dividend,split_ratio,raw_overnight_gap_pct,adjusted_overnight_gap_pct,absolute_gap_reduction_pct_point,raw_smma200_change_pct,adjusted_smma200_change_pct,smma200_jump_reduction_pct_point
161390.KS,KRX,2023-12-27,1300.0,0.0,0.0,2.9512,-2.9512,,,
161390.KS,KRX,2025-03-28,2000.0,0.0,-2.7512,2.1357,0.6155,-0.024947,0.001514,0.023433
161390.KS,KRX,2025-09-03,800.0,0.0,-1.3665,0.6337,0.7328,-0.025061,0.000156,0.024905
161390.KS,KRX,2026-03-30,1500.0,0.0,-5.0,-2.4779,2.5221,0.058159,0.085629,-0.02747
021240.KS,KRX,2023-12-27,1350.0,0.0,-1.8933,0.4405,1.4528,,,
021240.KS,KRX,2024-12-27,2630.0,0.0,-0.7375,3.2684,-2.5309,0.081802,0.108065,-0.026263
021240.KS,KRX,2026-04-01,1957.0,0.0,0.554,3.3555,-2.8015,-0.057862,-0.042466,0.015396
021240.KS,KRX,2026-05-28,700.0,0.0,0.0,0.7709,-0.7709,0.0643,0.084781,-0.020481
307950.KS,KRX,2024-03-29,1430.0,0.0,0.4071,1.3907,-0.9836,,,
307950.KS,KRX,2025-03-28,1780.0,0.0,-0.0763,1.2991,-1.2228,-0.075606,-0.068404,0.007203
307950.KS,KRX,2026-03-30,1900.0,0.0,-3.7419,-3.2676,0.4743,0.303559,0.3101,-0.006541
036570.KS,KRX,2023-12-27,3130.0,0.0,-1.0352,0.2643,0.7709,,,
036570.KS,KRX,2025-03-21,1460.0,0.0,-1.1678,-0.2729,0.8949,-0.096188,-0.091287,0.004901
036570.KS,KRX,2026-03-30,1150.0,0.0,-3.2609,-2.7747,0.4861,0.041989,0.046579,-0.00459
128940.KS,KRX,2023-12-27,500.0,1.02,1.4078,1.5582,-0.1503,,,
128940.KS,KRX,2024-06-27,250.0,0.0,-0.9025,-0.813,0.0895,-0.061501,-0.060818,0.000683
128940.KS,KRX,2024-12-27,1000.0,0.0,0.3636,0.7299,-0.3663,-0.051046,-0.049024,0.002022
128940.KS,KRX,2026-03-30,2000.0,0.0,-7.8324,-7.4954,0.337,0.202749,0.205889,-0.00314
271560.KS,KRX,2023-12-27,1250.0,0.0,0.0,1.0941,-1.0941,,,
271560.KS,KRX,2025-02-27,2500.0,0.0,-0.9625,1.4793,-0.5168,0.00648,0.020328,-0.013848
271560.KS,KRX,2026-03-30,3500.0,0.0,-5.1301,-2.5954,2.5347,0.072956,0.09216,-0.019203
271560.KS,KRX,2026-07-20,1750.0,0.0,-1.324,0.0395,1.2845,0.036867,0.055883,-0.019017
039490.KS,KRX,2023-12-27,3000.0,0.0,-0.9901,2.0408,-1.0507,,,
039490.KS,KRX,2024-12-27,7500.0,0.0,-5.4306,0.4119,5.0187,-0.00543,0.028275,-0.022845
039490.KS,KRX,2025-12-29,11500.0,0.0,-3.3501,0.5226,2.8274,0.291254,0.332959,-0.041705
078930.KS,KRX,2023-12-27,2500.0,0.0,-4.2254,1.7456,2.4797,,,
078930.KS,KRX,2025-02-27,2700.0,0.0,-5.5624,1.1921,4.3704,-0.047608,-0.009663,0.037945
078930.KS,KRX,2026-02-26,3000.0,0.0,-2.1828,1.9915,0.1913,0.213736,0.259309,-0.045573
008770.KS,KRX,2023-12-27,200.0,0.0,-0.3086,0.0,0.3086,,,
180640.KS,KRX,2023-12-27,300.0,0.0,0.1441,0.5789,-0.4348,,,
180640.KS,KRX,2024-12-27,360.0,0.0,-0.9333,-0.4555,0.4778,0.063818,0.066975,-0.003157
180640.KS,KRX,2026-03-30,360.0,0.0,-6.058,-5.7686,0.2894,0.052099,0.054242,-0.002143
006800.KS,KRX,2024-03-28,148.9099,0.0,-0.7407,1.1321,-0.3913,,,
006800.KS,KRX,2025-03-28,248.18315,0.0,-1.3065,1.2371,0.0694,0.092044,0.110309,-0.018266
006800.KS,KRX,2026-03-16,300.0,1.007321,2.4713,2.9188,-0.4475,1.099211,1.111608,-0.012397
071320.KS,KRX,2025-04-01,3879.0,0.0,-6.9627,0.9393,6.0233,0.07308,0.121754,-0.048674
071320.KS,KRX,2026-03-27,6157.0,0.0,-8.3149,-1.598,6.7169,0.025903,0.071763,-0.04586
005940.KS,KRX,2024-03-28,800.0,0.0,-4.9393,1.645,3.2942,,,
005940.KS,KRX,2025-03-28,950.0,0.0,-5.8824,0.578,5.3043,0.062626,0.1109,-0.048275
005940.KS,KRX,2026-03-30,1300.0,0.0,-7.4453,-3.7936,3.6516,0.278695,0.32177,-0.043075
272210.KS,KRX,2023-12-27,280.0,0.0,0.5992,2.3156,-1.7165,,,
272210.KS,KRX,2024-12-27,350.0,0.0,-0.6522,0.883,-0.2308,0.107386,0.118782,-0.011396
272210.KS,KRX,2026-03-26,500.0,0.0,0.0732,0.4409,-0.3676,0.640184,0.645867,-0.005683
004990.KS,KRX,2023-12-27,1500.0,0.0,-3.3043,2.0183,1.286,,,
004990.KS,KRX,2025-03-28,1200.0,0.0,-4.3478,0.9174,3.4304,-0.042126,-0.011782,0.030345
004990.KS,KRX,2026-03-30,1250.0,0.0,-5.0081,-1.0101,3.998,0.015074,0.045575,-0.0305
023530.KS,KRX,2023-12-27,3800.0,0.0,-1.9753,2.8497,-0.8744,,,
023530.KS,KRX,2025-03-28,3800.0,0.0,-3.4161,2.6403,0.7759,-0.014784,0.020788,-0.006004
023530.KS,KRX,2025-06-27,1200.0,0.0,-1.3158,0.2674,1.0484,0.056149,0.094435,-0.038286
023530.KS,KRX,2026-03-30,2800.0,0.0,-4.7203,-2.3298,2.3905,0.215737,0.250948,-0.035211
023530.KS,KRX,2026-06-29,1300.0,0.0,0.229,0.9804,-0.7514,0.405188,0.437683,-0.032495
383220.KS,KRX,2023-12-27,1700.0,0.0,-1.1312,0.8074,0.3238,,,
383220.KS,KRX,2024-12-27,1700.0,0.0,-1.6667,1.5296,0.137,-0.123916,-0.109107,0.014809
383220.KS,KRX,2025-12-29,2700.0,0.0,-1.9204,1.8519,0.0686,-0.001009,0.024181,-0.023172
402340.KS,KRX,2026-05-14,1550.0,0.0,-0.5882,-0.4586,0.1297,1.326224,1.328606,-0.002382
403870.KS,KRX,2023-12-27,150.0,0.0,1.4925,1.8182,-0.3256,,,
403870.KS,KRX,2024-12-27,600.0,0.0,-0.3831,1.9608,-1.5776,-0.148292,-0.139731,0.008561
403870.KS,KRX,2025-12-29,500.0,0.0,1.1309,2.7915,-1.6606,0.035098,0.048453,-0.013355
278470.KS,KRX,2024-10-31,0.0,5.0,1.1257,1.1257,-0.0,,,
278470.KS,KRX,2025-07-25,3590.0,0.0,-1.0926,0.9923,0.1003,0.6096,0.632989,-0.023389
278470.KS,KRX,2026-03-30,1500.0,0.0,-2.4465,-1.9969,0.4496,0.419454,0.427382,-0.007928
039030.KQ,KRX,2023-12-27,450.0,0.0,0.0,0.3039,-0.3039,,,
039030.KQ,KRX,2024-12-27,500.0,0.0,-1.1364,-0.7605,0.3759,-0.084741,-0.082874,0.001866
039030.KQ,KRX,2025-12-29,1200.0,0.0,2.8846,3.3617,-0.4771,0.188963,0.192955,-0.003992
067310.KQ,KRX,2023-12-27,42.359474,0.0,1.2238,1.4011,-0.1773,,,
067310.KQ,KRX,2024-08-08,0.0,1.15,-0.043,-0.043,-0.0,-0.162861,-0.162621,0.00024
067310.KQ,KRX,2024-12-27,70.0,0.0,-1.4894,-0.7503,0.7391,-0.235384,-0.233253,0.002131
067310.KQ,KRX,2025-06-27,0.0,0.32527,0.0804,0.0804,-0.0,-0.083134,-0.08093,0.002203
067310.KQ,KRX,2025-07-30,0.0,0.32527,7.6854,7.6854,0.0,-0.05902,-0.056892,0.002129
067310.KQ,KRX,2025-12-29,70.0,0.0,1.992,2.2773,-0.2852,0.228954,0.232756,-0.003802
AAPL,US,2023-08-11,0.24,0.0,-0.3652,-0.2307,0.1346,,,
AAPL,US,2023-11-10,0.24,0.0,0.8552,0.9881,-0.1329,,,
AAPL,US,2024-02-09,0.24,0.0,0.1752,0.3031,-0.1278,,,
AAPL,US,2024-05-10,0.25,0.0,0.1788,0.3147,-0.1359,0.005523,0.006958,-0.001434
AAPL,US,2024-08-12,0.25,0.0,-0.0786,0.037,0.0416,0.075408,0.077214,-0.001807
AAPL,US,2024-11-08,0.25,0.0,-0.1363,-0.0264,0.1099,0.069648,0.071512,-0.001864
AAPL,US,2025-02-10,0.25,0.0,0.8523,0.9631,-0.1109,0.043493,0.045337,-0.001844
AAPL,US,2025-05-12,0.26,0.0,6.2661,6.4054,-0.1394,-0.000941,0.000938,3e-06
AAPL,US,2025-08-11,0.26,0.0,-0.6235,-0.5107,0.1128,0.040828,0.042943,-0.002115
AAPL,US,2025-11-10,0.26,0.0,0.1825,0.2796,-0.0971,0.11067,0.112911,-0.002241
AAPL,US,2026-02-09,0.26,0.0,-0.0755,0.018,0.0575,0.08866,0.090715,-0.002055
AAPL,US,2026-05-11,0.27,0.0,-0.4568,-0.3651,0.0917,0.105641,0.107688,-0.002047
MSFT,US,2023-08-16,0.68,0.0,-0.3293,-0.1183,0.211,,,
MSFT,US,2023-11-15,0.75,0.0,0.2728,0.4763,-0.2035,,,
MSFT,US,2024-02-14,0.75,0.0,0.4307,0.6164,-0.1857,,,
MSFT,US,2024-05-15,0.75,0.0,0.3217,0.5026,-0.181,0.06797,0.070172,-0.002202
MSFT,US,2024-08-15,0.75,0.0,0.7053,0.8868,-0.1815,0.04146,0.043904,-0.002443
MSFT,US,2024-11-21,0.83,0.0,0.9651,1.1672,-0.2021,0.018639,0.021296,-0.002657
MSFT,US,2025-02-20,0.83,0.0,0.1254,0.3261,-0.2008,0.013002,0.015951,-0.002948
MSFT,US,2025-05-15,0.83,0.0,-0.4791,-0.2964,0.1827,0.062172,0.065624,-0.003452
MSFT,US,2025-08-21,0.83,0.0,-0.4014,-0.2377,0.1637,0.087254,0.090638,-0.003384
MSFT,US,2025-11-20,0.91,0.0,1.1476,1.3369,-0.1893,0.029233,0.032325,-0.003092
MSFT,US,2026-02-19,0.91,0.0,0.2728,0.5016,-0.2289,-0.061108,-0.058215,0.002893
MSFT,US,2026-05-21,0.91,0.0,0.8764,1.0948,-0.2185,-0.023059,-0.019668,0.003391
NVDA,US,2023-09-06,0.004,0.0,-0.2204,-0.2122,0.0082,,,
NVDA,US,2023-12-05,0.004,0.0,-0.0967,-0.0879,0.0088,,,
NVDA,US,2024-03-05,0.004,0.0,0.0387,0.0434,-0.0047,,,
NVDA,US,2024-06-10,0.0,10.0,-0.4285,-0.4285,0.0,0.450938,0.450995,-5.7e-05
NVDA,US,2024-06-11,0.01,0.0,-0.0164,-0.0082,0.0082,0.439829,0.439962,-0.000133
NVDA,US,2024-09-12,0.01,0.0,-0.0599,-0.0513,0.0085,0.250089,0.250215,-0.000127
NVDA,US,2024-12-05,0.01,0.0,-0.0207,-0.0138,0.0069,0.274952,0.275088,-0.000136
NVDA,US,2025-03-12,0.01,0.0,4.9283,4.9379,-0.0097,0.056865,0.05698,-0.000115
NVDA,US,2025-06-11,0.01,0.0,0.4515,0.4585,-0.007,0.159563,0.159705,-0.000141
NVDA,US,2025-09-11,0.01,0.0,1.3252,1.3309,-0.0057,0.210373,0.210509,-0.000136
NVDA,US,2025-12-04,0.01,0.0,1.1304,1.136,-0.0056,0.153618,0.153738,-0.000119
NVDA,US,2026-03-11,0.01,0.0,0.617,0.6224,-0.0054,0.109286,0.109393,-0.000107
NVDA,US,2026-06-04,0.25,0.0,-0.3912,-0.2751,0.1161,0.163374,0.164227,-0.000853
GOOGL,US,2024-06-10,0.2,0.0,0.2923,0.4074,-0.1151,0.110461,0.111162,-0.000701
GOOGL,US,2024-09-09,0.2,0.0,1.0535,1.1877,-0.1341,-0.00741,-0.006362,0.001048
GOOGL,US,2024-12-09,0.2,0.0,-0.4293,-0.3152,0.1141,0.064005,0.065497,-0.001492
GOOGL,US,2025-03-10,0.2,0.0,-3.221,-3.1095,0.1115,0.005751,0.007272,-0.001522
GOOGL,US,2025-06-09,0.21,0.0,0.4952,0.6168,-0.1217,0.039138,0.040979,-0.001841
GOOGL,US,2025-09-08,0.21,0.0,0.2,0.2896,-0.0896,0.184334,0.186581,-0.002247
GOOGL,US,2025-12-08,0.21,0.0,-0.3797,-0.3146,0.0652,0.290704,0.292844,-0.00214
GOOGL,US,2026-03-09,0.21,0.0,-1.3935,-1.3241,0.0694,0.166466,0.168081,-0.001616
GOOGL,US,2026-06-08,0.22,0.0,-0.909,-0.8498,0.0592,0.194431,0.195924,-0.001493
META,US,2024-02-21,0.5,0.0,-1.1129,-1.0079,0.1049,,,
META,US,2024-06-14,0.5,0.0,-0.2876,-0.1887,0.099,0.145052,0.14607,-0.001018
META,US,2024-09-16,0.5,0.0,-0.0153,0.0801,-0.0649,0.131819,0.133096,-0.001276
META,US,2024-12-16,0.5,0.0,1.5524,1.6342,-0.0819,0.170439,0.171871,-0.001432
META,US,2025-03-14,0.525,0.0,2.0588,2.1496,-0.0908,0.092987,0.094371,-0.001384
META,US,2025-06-16,0.525,0.0,2.4104,2.4892,-0.0788,0.153318,0.154875,-0.001557
META,US,2025-09-22,0.525,0.0,0.4458,0.5136,-0.0678,0.142685,0.144107,-0.001422
META,US,2025-12-15,0.525,0.0,0.2282,0.3099,-0.0818,0.025699,0.026964,-0.001265
META,US,2026-03-16,0.525,0.0,2.9802,3.0684,-0.0882,0.000993,0.002295,-0.001303
META,US,2026-06-15,0.525,0.0,2.2787,2.3735,-0.0948,-0.023688,-0.022339,0.001349
LLY,US,2023-08-14,1.13,0.0,0.5679,0.7835,-0.2156,,,
LLY,US,2023-11-14,1.13,0.0,-0.7328,-0.5494,0.1834,,,
LLY,US,2024-02-14,1.3,0.0,0.3836,0.5596,-0.176,,,
LLY,US,2024-05-15,1.3,0.0,0.0223,0.1927,-0.1705,0.117198,0.119384,-0.002186
LLY,US,2024-08-15,1.3,0.0,0.4637,0.6041,-0.1404,0.167668,0.170177,-0.002509
LLY,US,2024-11-15,1.3,0.0,-1.4042,-1.2409,0.1633,-0.0043,-0.002232,0.002068
LLY,US,2025-02-14,1.5,0.0,-0.3166,-0.1448,0.1718,0.053149,0.055788,-0.002639
LLY,US,2025-05-16,1.5,0.0,0.9151,1.1219,-0.2069,-0.01358,-0.010923,0.002657
LLY,US,2025-08-15,1.5,0.0,1.4275,1.6502,-0.2228,-0.046509,-0.043683,0.002826
LLY,US,2025-11-14,1.5,0.0,-1.356,-1.2111,0.1449,0.155534,0.159426,-0.003892
LLY,US,2026-02-13,1.73,0.0,0.1647,0.3319,-0.1672,0.109583,0.113044,-0.00346
LLY,US,2026-05-15,1.73,0.0,0.0278,0.2,-0.1722,0.07044,0.073709,-0.003269
AVGO,US,2023-09-20,0.46,0.0,0.093,0.6382,-0.5452,,,
AVGO,US,2023-12-19,0.525,0.0,-0.4359,0.0219,0.414,,,
AVGO,US,2024-03-20,0.525,0.0,0.0816,0.5078,-0.4262,,,
AVGO,US,2024-06-24,0.525,0.0,-0.9996,-0.6853,0.3144,0.209985,0.215852,-0.005867
AVGO,US,2024-07-15,0.0,10.0,-0.0394,-0.0394,0.0,0.239989,0.245503,-0.005514
AVGO,US,2024-09-19,0.53,0.0,3.7174,4.0586,-0.3411,0.173438,0.179352,-0.005914
AVGO,US,2024-12-23,0.59,0.0,2.6722,2.9473,-0.2751,0.330914,0.337798,-0.006884
AVGO,US,2025-03-20,0.59,0.0,-2.0709,-1.7745,0.2963,0.09782,0.102878,-0.005059
AVGO,US,2025-06-20,0.59,0.0,0.7761,1.0133,-0.2372,0.222038,0.227837,-0.005799
AVGO,US,2025-09-22,0.59,0.0,-0.7277,-0.5576,0.1701,0.313249,0.318575,-0.005326
AVGO,US,2025-12-22,0.65,0.0,1.6659,1.8604,-0.1945,0.185196,0.189227,-0.004031
AVGO,US,2026-03-23,0.65,0.0,2.4122,2.627,-0.2148,0.09462,0.098235,-0.003615
AVGO,US,2026-06-22,0.65,0.0,0.5616,0.7207,-0.1592,0.143985,0.147559,-0.003574
JPM,US,2023-10-05,1.05,0.0,-0.9139,-0.1827,0.7311,,,
JPM,US,2024-01-04,1.05,0.0,-0.4027,0.2114,0.1913,,,
JPM,US,2024-04-04,1.15,0.0,0.4286,1.0145,-0.5858,,,
JPM,US,2024-07-05,1.15,0.0,-0.8146,-0.265,0.5496,0.097299,0.105332,-0.008033
JPM,US,2024-10-04,1.25,0.0,1.9831,2.6081,-0.625,0.079648,0.088532,-0.008884
JPM,US,2025-01-06,1.25,0.0,0.1726,0.69,-0.5174,0.112683,0.122196,-0.009513
JPM,US,2025-04-04,1.4,0.0,-5.8507,-5.2708,0.5799,-0.00333,0.005009,-0.001679
JPM,US,2025-07-03,1.4,0.0,0.0514,0.5334,-0.482,0.160468,0.171365,-0.010896
JPM,US,2025-10-06,1.5,0.0,0.0484,0.5348,-0.4864,0.131273,0.141217,-0.009944
JPM,US,2026-01-06,1.5,0.0,-0.4251,0.0241,0.401,0.136744,0.146429,-0.009685
JPM,US,2026-04-06,1.5,0.0,-0.1833,0.3275,-0.1442,0.04122,0.049831,-0.008611
JPM,US,2026-07-06,1.5,0.0,0.1585,0.6097,-0.4512,0.095648,0.105017,-0.009369
V,US,2023-08-10,0.45,0.0,0.3587,0.5474,-0.1887,,,
V,US,2023-11-08,0.52,0.0,-0.5229,-0.3112,0.2118,,,
V,US,2024-02-08,0.52,0.0,0.0537,0.2403,-0.1866,,,
V,US,2024-05-16,0.52,0.0,0.0853,0.2705,-0.1852,0.041508,0.043605,-0.002097
V,US,2024-08-09,0.52,0.0,-0.254,-0.054,0.2,-0.002269,0.000158,0.00211
V,US,2024-11-12,0.59,0.0,-0.6047,-0.4157,0.189,0.081027,0.084124,-0.003097
V,US,2025-02-11,0.59,0.0,-0.8342,-0.6674,0.1669,0.124888,0.128282,-0.003394
V,US,2025-05-13,0.59,0.0,-0.0927,0.0732,0.0196,0.099283,0.10252,-0.003237
V,US,2025-08-12,0.59,0.0,-0.2084,-0.0328,0.1756,0.039213,0.042193,-0.00298
V,US,2025-11-12,0.67,0.0,-0.1977,-0.0,0.1977,0.027877,0.030972,-0.003095
V,US,2026-02-10,0.67,0.0,-0.2672,-0.0616,0.2057,0.004967,0.008175,-0.003208
V,US,2026-05-12,0.67,0.0,0.142,0.3497,-0.2076,0.007321,0.010747,-0.003426
UNH,US,2023-09-08,1.88,0.0,-0.9529,-0.5674,0.3856,,,
UNH,US,2023-12-01,1.88,0.0,-0.4611,-0.1216,0.3396,,,
UNH,US,2024-03-08,1.88,0.0,-0.094,0.2999,-0.2059,,,
UNH,US,2024-06-17,2.1,0.0,-1.1647,-0.7454,0.4193,-0.018844,-0.014549,0.004295
UNH,US,2024-09-16,2.1,0.0,0.1144,0.4694,-0.355,0.065475,0.071094,-0.005619
UNH,US,2024-12-09,2.1,0.0,0.433,0.8182,-0.3852,0.021546,0.027288,-0.005742
UNH,US,2025-03-10,2.1,0.0,-0.2432,0.1832,0.06,-0.047905,-0.042239,0.005666
UNH,US,2025-06-16,2.21,0.0,-0.169,0.5396,-0.3706,-0.190556,-0.1854,0.005155
UNH,US,2025-09-15,2.21,0.0,-0.3546,0.2741,0.0805,-0.107562,-0.099695,0.007868
UNH,US,2025-12-08,2.21,0.0,-0.6679,0.0,0.6678,-0.112126,-0.103356,0.00877
UNH,US,2026-03-09,2.21,0.0,-1.5638,-0.7985,0.7653,-0.133677,-0.12427,0.009406
UNH,US,2026-06-15,2.32,0.0,-0.4455,0.1231,0.3224,0.04589,0.059303,-0.013413
XOM,US,2023-08-15,0.91,0.0,-1.0454,-0.2342,0.8112,,,
XOM,US,2023-11-14,0.95,0.0,-0.5151,0.3947,0.1204,,,
XOM,US,2024-02-13,0.95,0.0,-0.3974,0.5283,-0.1309,,,
XOM,US,2024-05-14,0.95,0.0,-0.9499,-0.1453,0.8046,0.041801,0.051916,-0.010115
XOM,US,2024-08-15,0.95,0.0,-0.5885,0.2119,0.3766,0.038027,0.04955,-0.011523
XOM,US,2024-11-14,0.99,0.0,0.1564,0.9794,-0.823,0.036054,0.048649,-0.012595
XOM,US,2025-02-12,0.99,0.0,-1.4507,-0.5692,0.8815,-0.021328,-0.00863,0.012698
XOM,US,2025-05-15,0.99,0.0,-1.8344,-0.9303,0.9041,-0.012323,0.001642,0.010681
XOM,US,2025-08-15,0.99,0.0,-1.1082,-0.188,0.9202,-0.018699,-0.004089,0.01461
XOM,US,2025-11-14,1.03,0.0,-0.2862,0.5859,-0.2997,0.035484,0.051884,-0.0164
XOM,US,2026-02-12,1.03,0.0,-1.0735,-0.4142,0.6594,0.149882,0.168411,-0.01853
XOM,US,2026-05-15,1.03,0.0,0.6349,1.318,-0.6831,0.127251,0.143366,-0.016116
MA,US,2023-10-05,0.57,0.0,-0.8559,-0.7121,0.1437,,,
MA,US,2024-01-08,0.66,0.0,0.0048,0.1624,-0.1576,,,
MA,US,2024-04-08,0.66,0.0,-0.1572,-0.0189,0.1383,,,
MA,US,2024-07-09,0.66,0.0,0.0919,0.2401,-0.1483,0.015493,0.017267,-0.001774
MA,US,2024-10-09,0.66,0.0,0.2656,0.3989,-0.1333,0.064996,0.067117,-0.00212
MA,US,2025-01-10,0.76,0.0,-0.8288,-0.6827,0.1462,0.044382,0.046607,-0.002225
MA,US,2025-04-09,0.76,0.0,-2.0441,-1.8887,0.1554,0.031872,0.034248,-0.002376
MA,US,2025-07-09,0.76,0.0,-0.0782,0.057,0.0212,0.060454,0.062985,-0.002531
MA,US,2025-10-09,0.76,0.0,0.1388,0.271,-0.1322,0.038552,0.040951,-0.002399
MA,US,2026-01-09,0.87,0.0,-0.3379,-0.1882,0.1497,0.039374,0.041906,-0.002532
MA,US,2026-04-09,0.87,0.0,-0.5245,-0.3536,0.1709,-0.024636,-0.022163,0.002473
MA,US,2026-07-09,0.87,0.0,-0.352,-0.185,0.167,0.001136,0.003916,-0.00278
ORCL,US,2023-10-11,0.4,0.0,-0.1823,0.183,-0.0007,,,
ORCL,US,2024-01-10,0.4,0.0,-0.5211,-0.1356,0.3854,,,
ORCL,US,2024-04-09,0.4,0.0,0.0,0.3227,-0.3227,,,
ORCL,US,2024-07-11,0.4,0.0,0.2041,0.4871,-0.2829,0.110079,0.114733,-0.004654
ORCL,US,2024-10-10,0.4,0.0,-0.359,-0.1349,0.2241,0.197331,0.202488,-0.005158
ORCL,US,2025-01-10,0.4,0.0,-2.4151,-2.1753,0.2399,0.05378,0.057848,-0.004067
ORCL,US,2025-04-10,0.5,0.0,-2.1763,-1.8248,0.3514,-0.038868,-0.034813,0.004055
ORCL,US,2025-07-10,0.5,0.0,1.7514,1.9676,-0.2162,0.271029,0.277403,-0.006374
ORCL,US,2025-10-09,0.5,0.0,1.0117,1.1869,-0.1753,0.313977,0.319462,-0.005485
ORCL,US,2026-01-09,0.5,0.0,1.0599,1.327,-0.2671,0.010669,0.014375,-0.003706
ORCL,US,2026-04-09,0.5,0.0,-1.0163,-0.6706,0.3457,-0.126731,-0.123323,0.003408
ORCL,US,2026-07-10,0.5,0.0,0.9915,1.3429,-0.3513,-0.116656,-0.112751,0.003905
COST,US,2023-08-24,1.02,0.0,-0.2903,-0.1019,0.1884,,,
COST,US,2023-11-02,1.02,0.0,-0.0539,0.1296,-0.0757,,,
COST,US,2023-12-27,15.0,0.0,-1.7669,0.4669,1.3,,,
COST,US,2024-02-01,1.02,0.0,-0.1266,0.0202,0.1065,,,
COST,US,2024-04-25,1.16,0.0,0.4697,0.6309,-0.1613,,,
COST,US,2024-07-26,1.16,0.0,0.2512,0.394,-0.1427,0.096822,0.103665,-0.006843
COST,US,2024-11-01,1.16,0.0,0.0103,0.1432,-0.1329,0.091209,0.096411,-0.005202
COST,US,2025-02-07,1.16,0.0,-0.3796,-0.2695,0.1101,0.151805,0.156355,-0.00455
COST,US,2025-05-02,1.3,0.0,0.8798,1.0113,-0.1314,0.09633,0.100053,-0.003723
COST,US,2025-08-01,1.3,0.0,-0.0149,0.1236,-0.1087,0.038907,0.042011,-0.003104
COST,US,2025-10-31,1.3,0.0,-0.4314,-0.2906,0.1409,0.005764,0.008552,-0.002788
COST,US,2026-01-30,1.3,0.0,-0.4261,-0.29,0.136,0.020458,0.023277,-0.002819
COST,US,2026-05-01,1.47,0.0,0.0838,0.229,-0.1452,0.045042,0.047928,-0.002886
COST,US,2026-07-24,1.47,0.0,-0.1134,0.0454,0.068,-0.002254,0.000494,0.00176
NFLX,US,2025-11-17,0.0,10.0,-0.4199,-0.4199,0.0,0.068782,0.068782,0.0
JNJ,US,2023-08-25,1.19,0.0,-0.4785,0.2441,0.2345,,,
JNJ,US,2023-11-20,1.19,0.0,-1.2551,-0.4643,0.7908,,,
JNJ,US,2024-02-16,1.19,0.0,-0.8359,-0.0829,0.7529,,,
JNJ,US,2024-05-20,1.24,0.0,-0.9959,-0.1956,0.8003,-0.019503,-0.01106,0.008442
JNJ,US,2024-08-27,1.24,0.0,-0.6743,0.0796,0.5948,0.021807,0.032358,-0.010551
JNJ,US,2024-11-26,1.24,0.0,-0.398,0.4012,-0.0032,-0.009254,0.001841,0.007412
JNJ,US,2025-02-18,1.24,0.0,-1.2872,-0.4971,0.7902,-0.001369,0.011359,-0.00999
JNJ,US,2025-05-27,1.3,0.0,-0.2746,0.5803,-0.3057,-0.008985,0.004111,0.004874
JNJ,US,2025-08-26,1.3,0.0,-0.9304,-0.2033,0.7272,0.058857,0.0737,-0.014843
JNJ,US,2025-11-25,1.3,0.0,-0.4222,0.21,0.2122,0.122901,0.13826,-0.015359
JNJ,US,2026-02-24,1.3,0.0,-0.1993,0.3312,-0.1319,0.184949,0.200099,-0.015149
JNJ,US,2026-05-26,1.34,0.0,-0.5718,0.0,0.5718,0.090987,0.103173,-0.012185
WMT,US,2023-08-10,0.19,0.0,-0.0746,0.2807,-0.2061,,,
WMT,US,2023-12-07,0.19,0.0,0.2012,0.5734,-0.3722,,,
WMT,US,2024-02-26,0.0,3.0,1.0253,1.0253,0.0,,,
WMT,US,2024-03-14,0.208,0.0,0.0,0.3406,-0.3406,,,
WMT,US,2024-05-09,0.208,0.0,-0.1658,0.1797,-0.0139,0.045926,0.050331,-0.004406
WMT,US,2024-08-16,0.208,0.0,-0.6559,-0.3727,0.2832,0.123654,0.128797,-0.005143
WMT,US,2024-12-13,0.208,0.0,-0.3082,-0.0873,0.2209,0.201648,0.206544,-0.004897
WMT,US,2025-03-21,0.235,0.0,-0.6176,-0.3447,0.2729,0.075197,0.079381,-0.004185
WMT,US,2025-05-09,0.235,0.0,-0.6979,-0.4578,0.2401,0.124653,0.129866,-0.005214
WMT,US,2025-08-15,0.235,0.0,-0.2181,0.0149,0.2032,0.101,0.105739,-0.004739
WMT,US,2025-12-12,0.235,0.0,-0.2251,-0.0217,0.2034,0.145617,0.15002,-0.004404
WMT,US,2026-03-20,0.248,0.0,-0.3799,-0.1754,0.2044,0.100279,0.104192,-0.003913
WMT,US,2026-05-08,0.248,0.0,0.0922,0.2832,-0.191,0.130305,0.134829,-0.004525
PG,US,2023-10-19,0.941,0.0,-0.2799,0.3494,-0.0695,,,
PG,US,2024-01-18,0.941,0.0,-1.1405,-0.5161,0.6244,,,
PG,US,2024-04-18,1.007,0.0,-0.395,0.2482,0.1468,,,
PG,US,2024-07-19,1.007,0.0,-0.279,0.3207,-0.0417,0.036997,0.045066,-0.008069
PG,US,2024-10-18,1.007,0.0,-1.1493,-0.5681,0.5812,0.034006,0.042832,-0.008826
PG,US,2025-01-24,1.007,0.0,-0.1444,0.4644,-0.32,0.0048,0.013828,-0.009028
PG,US,2025-04-21,1.057,0.0,-0.4337,0.1869,0.2468,0.005075,0.014892,-0.009816
PG,US,2025-07-18,1.057,0.0,-1.1824,-0.5066,0.6758,-0.025244,-0.015158,0.010086
