ticker,market,date,dividend,split_ratio,raw_overnight_gap_pct,adjusted_overnight_gap_pct,absolute_gap_reduction_pct_point,raw_smma200_change_pct,adjusted_smma200_change_pct,smma200_jump_reduction_pct_point
207940.KS,KRX,2025-09-29,0.0,0.650391,0.4,0.4,0.0,0.018598,0.018598,0.0
005380.KS,KRX,2023-09-26,1500.0,0.0,-0.6739,0.1045,0.5694,,,
005380.KS,KRX,2024-02-28,8400.0,0.0,-1.8868,1.6949,0.1919,,,
005380.KS,KRX,2024-03-28,2000.0,0.0,0.8197,1.6529,-0.8332,,,
005380.KS,KRX,2024-06-27,2000.0,0.0,-0.8636,-0.1739,0.6897,0.195016,0.219312,-0.024296
005380.KS,KRX,2024-09-27,2000.0,0.0,-0.5792,0.1946,0.3846,0.066379,0.084595,-0.018216
005380.KS,KRX,2025-02-27,6000.0,0.0,-2.1951,0.7538,1.4414,-0.046041,-0.02315,0.022891
005380.KS,KRX,2025-05-29,2500.0,0.0,1.9903,3.3806,-1.3903,-0.0524,-0.029064,0.023336
005380.KS,KRX,2025-08-28,2500.0,0.0,-0.6818,0.4598,0.2221,0.02242,0.048424,-0.026004
005380.KS,KRX,2025-11-27,2500.0,0.0,0.0,0.9653,-0.9653,0.093328,0.120039,-0.026711
005380.KS,KRX,2026-02-26,2500.0,0.0,0.3497,0.7902,-0.4405,0.642056,0.678282,-0.036226
005380.KS,KRX,2026-05-28,2500.0,0.0,4.1116,4.4952,-0.3836,0.489376,0.51086,-0.021485
000270.KS,KRX,2024-03-19,5600.0,0.0,-3.75,0.6536,3.0964,,,
000270.KS,KRX,2025-03-18,6500.0,0.0,-5.5668,1.0834,4.4834,-0.017031,0.023083,-0.006052
000270.KS,KRX,2026-03-24,6800.0,0.0,1.4224,5.8748,-4.4524,0.177599,0.221078,-0.043479
068270.KS,KRX,2023-12-27,436.07187,0.0,0.0,0.2655,-0.2655,,,
068270.KS,KRX,2024-12-27,654.1078,1.05,0.4491,0.844,-0.3949,0.028752,0.031131,-0.002379
068270.KS,KRX,2025-06-09,0.0,1.04,1.4494,1.4494,0.0,-0.012206,-0.010907,0.001299
068270.KS,KRX,2025-12-29,714.2857,0.0,-0.6667,-0.251,0.4156,0.031957,0.034868,-0.002911
068270.KS,KRX,2026-06-04,0.0,1.05,1.256,1.256,0.0,0.001733,0.003241,-0.001508
105560.KS,KRX,2023-09-26,510.0,0.0,-1.0453,-0.1582,0.8871,,,
105560.KS,KRX,2024-02-28,1530.0,0.0,-0.641,1.8564,-1.2154,,,
105560.KS,KRX,2024-03-28,784.0,0.0,1.4493,2.6152,-1.166,,,
105560.KS,KRX,2024-06-27,791.0,0.0,-0.8872,0.1165,0.7707,0.13679,0.158269,-0.021478
105560.KS,KRX,2024-09-27,795.0,0.0,2.3399,3.3518,-1.0119,0.118893,0.138922,-0.020029
105560.KS,KRX,2025-02-27,804.0,0.0,0.0,0.9963,-0.9963,0.032368,0.046985,-0.014618
105560.KS,KRX,2025-05-09,912.0,0.0,-2.4339,-1.4831,0.9508,0.097901,0.116569,-0.018668
105560.KS,KRX,2025-08-08,920.0,0.0,-0.9565,-0.1578,0.7987,0.16348,0.182382,-0.018902
105560.KS,KRX,2025-11-13,930.0,0.0,2.0045,2.7136,-0.7092,0.213054,0.231512,-0.018458
105560.KS,KRX,2026-02-26,1605.0,0.0,-0.1789,0.7857,-0.6068,0.28146,0.301681,-0.020221
105560.KS,KRX,2026-05-07,1143.0,0.0,2.1397,2.8797,-0.74,0.196298,0.214351,-0.018052
055550.KS,KRX,2023-09-26,525.0,0.0,-1.4825,-0.0684,1.4141,,,
055550.KS,KRX,2024-02-22,525.0,0.0,-0.3484,0.8818,-0.5334,,,
055550.KS,KRX,2024-03-28,540.0,0.0,0.5319,1.7004,-1.1685,,,
055550.KS,KRX,2024-06-27,540.0,0.0,-1.574,-0.4458,1.1282,0.083105,0.100131,-0.017026
055550.KS,KRX,2024-09-27,540.0,0.0,-1.0526,-0.1063,0.9464,0.133035,0.151426,-0.018391
055550.KS,KRX,2025-02-20,540.0,0.0,-0.8256,0.2922,0.5334,0.000336,0.01449,-0.014154
055550.KS,KRX,2025-04-30,570.0,0.0,0.0,1.1439,-1.1439,0.044048,0.062444,-0.018396
055550.KS,KRX,2025-07-31,570.0,0.0,-1.016,-0.1902,0.8257,0.167628,0.188584,-0.020956
055550.KS,KRX,2025-11-03,570.0,0.0,-0.955,-0.1787,0.7762,0.164087,0.183272,-0.019186
055550.KS,KRX,2026-02-19,880.0,0.0,0.0,0.866,-0.866,0.288775,0.309509,-0.020734
055550.KS,KRX,2026-04-29,740.0,0.0,0.1001,0.8471,-0.747,0.210326,0.228883,-0.018557
005490.KS,KRX,2023-09-26,2500.0,0.0,0.0,0.466,-0.466,,,
005490.KS,KRX,2024-02-28,2500.0,0.0,0.7026,1.2957,-0.5931,,,
005490.KS,KRX,2024-03-28,2500.0,0.0,0.3505,0.9401,-0.5896,,,
005490.KS,KRX,2024-06-27,2500.0,0.0,-0.1374,0.5532,-0.4159,-0.111838,-0.105342,0.006496
005490.KS,KRX,2024-09-27,2500.0,0.0,1.1749,1.8397,-0.6648,-0.054603,-0.045829,0.008774
005490.KS,KRX,2025-02-27,2500.0,0.0,0.0,0.8944,-0.8944,-0.126353,-0.117824,0.008529
005490.KS,KRX,2025-05-27,2500.0,0.0,-1.0352,-0.0,1.0352,-0.160535,-0.150738,0.009797
005490.KS,KRX,2025-08-26,2500.0,0.0,-1.1438,-0.3295,0.8143,-0.052837,-0.039247,0.01359
005490.KS,KRX,2025-11-25,2500.0,0.0,0.9917,1.8333,-0.8416,-0.035234,-0.020571,0.014663
005490.KS,KRX,2026-02-26,2500.0,0.0,2.706,3.3416,-0.6356,0.121861,0.139957,-0.018096
005490.KS,KRX,2026-05-26,2000.0,0.0,2.2346,2.6936,-0.459,0.139349,0.155286,-0.015937
035420.KS,KRX,2023-12-27,790.0,0.0,0.232,0.6008,-0.3688,,,
035420.KS,KRX,2025-02-27,1130.0,0.0,-0.432,0.0564,0.3755,0.063034,0.066253,-0.003219
035420.KS,KRX,2026-02-26,2630.0,0.0,2.1739,3.2472,-1.0733,0.077133,0.084046,-0.006913
035720.KS,KRX,2024-02-28,61.0,0.0,0.0,0.1075,-0.1075,,,
035720.KS,KRX,2024-05-02,0.0,0.9956,-0.9259,-0.9259,-0.0,,,
035720.KS,KRX,2025-03-07,68.0,0.0,-1.4412,-1.2924,0.1488,0.003409,0.004343,-0.000934
035720.KS,KRX,2026-03-09,75.0,0.0,-6.5299,-6.3989,0.131,-0.023354,-0.022471,0.000883
051910.KS,KRX,2023-12-27,3500.0,0.0,0.0,0.7187,-0.7187,,,
051910.KS,KRX,2025-03-28,1000.0,0.0,0.9294,1.306,-0.3766,-0.137881,-0.135811,0.00207
051910.KS,KRX,2026-03-30,2000.0,0.0,-4.4728,-3.8585,0.6143,-0.0033,0.000824,0.002476
006400.KS,KRX,2023-12-27,977.12604,0.0,0.8949,1.1159,-0.221,,,
006400.KS,KRX,2024-12-27,977.12604,0.0,-0.6073,-0.2125,0.3948,-0.186584,-0.185112,0.001472
012330.KS,KRX,2024-03-22,3500.0,0.0,-0.5639,0.7619,-0.198,,,
012330.KS,KRX,2024-06-27,1000.0,0.0,-1.3861,-0.994,0.3921,0.041271,0.048523,-0.007252
012330.KS,KRX,2025-03-21,5000.0,0.0,-1.4787,0.3766,1.1021,0.061254,0.07489,-0.013636
012330.KS,KRX,2025-08-08,1500.0,0.0,-0.5085,-0.0,0.5085,0.08811,0.099448,-0.011338
012330.KS,KRX,2026-03-19,5000.0,0.0,-3.7209,-2.5882,1.1327,0.161721,0.174454,-0.012733
028260.KS,KRX,2023-12-27,2550.0,0.0,-0.4669,1.5482,-1.0813,,,
028260.KS,KRX,2024-04-18,0.0,0.99,-0.1441,-0.1441,0.0,,,
028260.KS,KRX,2024-12-27,2600.0,0.0,-1.2755,0.9565,0.319,-0.058951,-0.047088,0.011863
028260.KS,KRX,2025-12-29,2800.0,0.0,-1.2474,-0.0841,1.1633,0.236627,0.249981,-0.013354
012450.KS,KRX,2023-12-27,1973.0332,0.0,0.0,1.4665,-1.4665,,,
012450.KS,KRX,2024-12-27,3453.881,0.0,-0.6182,0.4543,0.164,0.148975,0.157223,-0.008248
012450.KS,KRX,2025-12-29,7000.0,0.0,3.5632,4.4032,-0.84,0.203562,0.210235,-0.006672
034020.KS,KRX,2024-10-25,0.0,0.884246,0.0,0.0,0.0,0.099433,0.099433,0.0
034020.KS,KRX,2025-01-24,0.0,0.884246,4.4025,4.4025,0.0,0.188908,0.188908,0.0
247540.KQ,KRX,2026-03-30,100.0,0.0,-2.963,-2.915,0.0479,0.124955,0.125264,-0.000309
196170.KQ,KRX,2025-12-29,371.0,0.0,3.7585,3.8463,-0.0878,0.118224,0.118747,-0.000523
009150.KS,KRX,2023-12-27,1150.0,0.0,-0.2653,0.5012,-0.2359,,,
009150.KS,KRX,2024-12-27,1800.0,0.0,-0.7149,0.7252,-0.0104,-0.051272,-0.043878,0.007394
009150.KS,KRX,2025-12-29,2350.0,0.0,0.7722,1.6949,-0.9227,0.277196,0.287491,-0.010295
009540.KS,KRX,2025-02-27,5100.0,0.0,-1.3483,0.9659,0.3824,0.154464,0.169817,-0.015353
009540.KS,KRX,2025-06-27,3200.0,0.0,0.8276,1.7256,-0.898,0.407871,0.427705,-0.019834
009540.KS,KRX,2026-02-26,9100.0,0.0,-1.6043,0.349,1.2552,0.212769,0.231308,-0.018538
015760.KS,KRX,2024-12-27,213.0,0.0,-0.7353,0.3121,0.4232,-0.009649,-0.004475,0.005174
015760.KS,KRX,2025-12-29,1542.0,0.0,-1.2371,2.006,-0.7689,0.24551,0.271532,-0.026022
033780.KS,KRX,2023-12-27,4000.0,0.0,-4.2904,0.1151,4.1754,,,
033780.KS,KRX,2024-06-27,1200.0,0.0,-1.0405,0.3517,0.6888,-0.015793,0.001078,0.014715
033780.KS,KRX,2025-02-27,4200.0,0.0,-2.6897,1.4014,1.2883,0.005945,0.034415,-0.02847
033780.KS,KRX,2025-08-21,1400.0,0.0,-0.3663,0.6662,-0.2999,0.129471,0.153498,-0.024027
033780.KS,KRX,2026-02-26,4600.0,0.0,-1.113,1.4849,-0.3719,0.175198,0.205,-0.029803
086790.KS,KRX,2023-09-26,600.0,0.0,-1.0239,0.346,0.6779,,,
086790.KS,KRX,2024-02-27,1600.0,0.0,-2.3466,0.5576,1.7889,,,
086790.KS,KRX,2024-03-28,600.0,0.0,-0.3396,0.6861,-0.3465,,,
086790.KS,KRX,2024-06-27,600.0,0.0,-1.6556,-0.6689,0.9867,0.116983,0.139092,-0.022109
086790.KS,KRX,2024-09-27,600.0,0.0,-0.1642,0.8292,-0.665,0.078148,0.098039,-0.019891
086790.KS,KRX,2025-02-27,1800.0,0.0,-0.8,2.1417,-1.3417,0.052364,0.079815,-0.027451
086790.KS,KRX,2025-05-09,906.0,0.0,-1.7002,-0.3041,1.3961,0.063851,0.093713,-0.029861
086790.KS,KRX,2025-08-08,913.0,0.0,-0.4662,0.6043,-0.1381,0.170696,0.200888,-0.030192
086790.KS,KRX,2025-11-11,920.0,0.0,-1.4553,-0.5038,0.9515,0.16916,0.195749,-0.026589
086790.KS,KRX,2026-02-26,1366.0,0.0,-1.0317,0.053,0.9788,0.290493,0.318408,-0.027916
086790.KS,KRX,2026-05-08,1145.0,0.0,-0.2329,0.6619,-0.429,0.226902,0.251724,-0.024822
003670.KS,KRX,2024-03-28,243.59805,0.0,0.8013,0.88,-0.0788,,,
003670.KS,KRX,2026-03-30,250.0,0.0,-2.6316,-2.515,0.1166,0.042616,0.043331,-0.000715
259960.KS,KRX,2026-02-26,2240.0,0.0,-0.9398,-0.0986,0.8413,-0.062145,-0.058427,0.003719
086520.KQ,KRX,2024-04-25,0.0,5.0,10.5416,10.5416,0.0,,,
086520.KQ,KRX,2025-02-27,100.0,1.02,-0.3825,-0.2339,0.1486,-0.179244,-0.178766,0.000478
086520.KQ,KRX,2026-03-30,150.0,0.0,-3.0137,-2.914,0.0997,0.276949,0.278086,-0.001136
028300.KQ,KRX,2023-08-02,0.0,1.05,0.775,0.775,0.0,,,
112040.KQ,KRX,2025-12-29,295.0,0.0,0.0,1.1845,-1.1845,-0.125245,-0.120806,0.004439
041510.KQ,KRX,2023-12-27,1200.0,0.0,-0.5531,0.7848,-0.2317,,,
041510.KQ,KRX,2024-12-27,400.0,0.0,-0.3896,0.1305,0.2591,-0.062229,-0.057978,0.004251
041510.KQ,KRX,2025-12-29,1620.0,0.0,-1.5273,-0.2281,1.2993,0.087059,0.096138,-0.00908
011200.KS,KRX,2023-12-27,700.0,0.0,-1.9608,1.7131,0.2477,,,
011200.KS,KRX,2025-02-25,600.0,0.0,-1.65,1.3917,0.2583,0.094354,0.117059,-0.022705
011200.KS,KRX,2026-02-26,700.0,0.0,-1.0661,1.978,-0.9119,0.054075,0.07658,-0.022504
058470.KQ,KRX,2023-12-27,600.0,0.0,-0.2463,1.25,-1.0037,,,
058470.KQ,KRX,2024-12-27,600.0,0.0,-2.1036,-0.5732,1.5304,-0.014988,-0.005867,0.009121
058470.KQ,KRX,2025-04-25,0.0,5.0,15.7864,15.7864,-0.0,-0.01731,-0.011237,0.006073
058470.KQ,KRX,2025-12-29,800.0,0.0,1.6367,2.9851,-1.3484,0.148735,0.160398,-0.011663
035900.KQ,KRX,2023-12-27,574.0,0.0,1.626,2.2223,-0.5963,,,
035900.KQ,KRX,2024-12-27,534.0,0.0,-0.4261,0.3349,0.0912,-0.03649,-0.031956,0.004533
035900.KQ,KRX,2026-03-30,877.0,0.0,-1.8663,-0.5093,1.357,-0.068233,-0.061295,0.006938
214150.KQ,KRX,2023-12-27,200.0,0.0,0.6757,1.2228,-0.5471,,,
214150.KQ,KRX,2024-12-27,257.0,0.0,-1.2422,-0.7139,0.5283,0.055456,0.059044,-0.003589
214150.KQ,KRX,2025-12-29,1000.0,0.0,1.3183,3.263,-1.9447,0.023369,0.034265,-0.010896
357780.KQ,KRX,2023-12-27,2000.0,0.0,-0.6515,-0.0,0.6515,,,
357780.KQ,KRX,2025-03-28,2300.0,0.0,-0.6543,0.5092,0.1451,-0.088043,-0.082667,0.005376
357780.KQ,KRX,2026-03-30,2350.0,0.0,-5.303,-4.7377,0.5653,0.203167,0.209686,-0.006519
095340.KQ,KRX,2023-12-27,200.0,0.0,0.9615,1.2048,-0.2433,,,
095340.KQ,KRX,2024-12-27,810.0,0.0,-0.1464,1.052,-0.9056,-0.001281,0.005073,-0.003792
095340.KQ,KRX,2025-12-29,850.0,0.0,2.2835,3.1175,-0.834,0.260057,0.269098,-0.009041
140860.KQ,KRX,2023-12-27,400.0,0.0,0.0,0.2316,-0.2316,,,
140860.KQ,KRX,2024-12-27,500.0,0.0,0.7519,1.005,-0.2531,0.073028,0.074777,-0.001749
140860.KQ,KRX,2025-12-29,500.0,0.0,0.4673,0.7026,-0.2353,-0.034721,-0.03329,0.001431
098460.KQ,KRX,2023-12-27,140.0,0.0,0.0,0.8149,-0.8149,,,
098460.KQ,KRX,2025-03-28,140.0,0.0,0.7682,1.763,-0.9949,0.022876,0.028807,-0.005931
098460.KQ,KRX,2026-03-27,140.0,0.0,-2.3985,-1.8917,0.5068,0.199689,0.204948,-0.005258
222800.KQ,KRX,2023-12-27,160.0,0.0,1.4212,1.8422,-0.4211,,,
222800.KQ,KRX,2024-12-27,100.0,0.0,-0.09,0.8174,-0.7274,-0.29742,-0.295299,0.002121
222800.KQ,KRX,2025-12-29,100.0,0.0,1.9095,2.1148,-0.2053,0.300292,0.304046,-0.003753
240810.KQ,KRX,2024-12-27,50.0,0.0,-1.1236,-0.9009,0.2227,-0.152442,-0.151659,0.000783
240810.KQ,KRX,2025-12-29,200.0,0.0,1.9146,2.2157,-0.3011,0.34323,0.346189,-0.002959
178320.KQ,KRX,2024-10-30,0.0,0.849274,0.0,0.0,0.0,0.107144,0.107144,0.0
032830.KS,KRX,2023-12-27,3700.0,0.0,-3.5568,1.585,1.9718,,,
032830.KS,KRX,2024-12-27,4500.0,0.0,-3.0846,1.4583,1.6262,0.057835,0.089957,-0.032121
032830.KS,KRX,2025-12-29,5300.0,0.0,-3.4462,-0.1908,3.2553,0.173134,0.204313,-0.031179
066570.KS,KRX,2023-12-27,800.0,0.0,0.0,0.8065,-0.8065,,,
066570.KS,KRX,2024-06-27,500.0,0.0,-0.6284,-0.1803,0.448,0.046568,0.051125,-0.004557
066570.KS,KRX,2025-03-28,500.0,0.0,-0.2427,0.3663,-0.1236,-0.076294,-0.072197,0.004097
066570.KS,KRX,2025-08-07,500.0,0.0,0.13,0.7854,-0.6553,-0.05583,-0.049925,0.005904
066570.KS,KRX,2026-03-30,850.0,0.0,-5.625,-4.9033,0.7217,0.087053,0.09494,-0.007887
000810.KS,KRX,2024-03-26,16000.0,0.0,-3.5928,1.2579,2.3349,,,
000810.KS,KRX,2025-03-25,19000.0,0.0,-3.4527,1.4785,1.9742,0.060825,0.09619,-0.035365
000810.KS,KRX,2026-03-26,19500.0,0.0,-3.1633,0.8502,2.3131,0.029963,0.059518,-0.029555
316140.KS,KRX,2023-09-26,180.0,0.0,-0.1609,1.3061,-1.1452,,,
316140.KS,KRX,2024-02-28,640.0,0.0,-3.2129,1.1189,2.094,,,
316140.KS,KRX,2024-03-28,180.0,0.0,-0.3422,0.9009,-0.5587,,,
316140.KS,KRX,2024-06-27,180.0,0.0,-0.9675,0.2799,0.6876,0.04635,0.074498,-0.028149
316140.KS,KRX,2024-09-27,180.0,0.0,-0.559,0.5653,-0.0063,0.074593,0.101796,-0.027203
316140.KS,KRX,2025-02-27,660.0,0.0,-2.1437,1.747,0.3967,0.077982,0.116894,-0.038912
316140.KS,KRX,2025-05-08,200.0,0.0,-0.8413,0.2836,0.5577,0.083672,0.120578,-0.036907
316140.KS,KRX,2025-08-07,200.0,0.0,-0.5988,0.2012,0.3976,0.246178,0.282331,-0.036153
316140.KS,KRX,2025-11-07,200.0,0.0,1.1278,1.8939,-0.7661,0.168851,0.194938,-0.026086
316140.KS,KRX,2026-02-26,760.0,0.0,-1.6667,0.2877,1.379,0.342816,0.37915,-0.036334
316140.KS,KRX,2026-05-08,220.0,0.0,0.4518,1.1219,-0.6701,0.161528,0.1861,-0.024573
018260.KS,KRX,2023-12-27,2700.0,0.0,-0.7063,0.8971,-0.1908,,,
018260.KS,KRX,2024-12-27,2900.0,0.0,-1.0054,1.2658,-0.2604,-0.071848,-0.060349,0.011498
018260.KS,KRX,2025-12-29,3190.0,0.0,-1.0551,0.8303,0.2248,0.061698,0.076785,-0.015087
096770.KS,KRX,2025-04-01,2000.0,0.0,0.089,1.9022,-1.8132,-0.057884,-0.049875,0.008009
090430.KS,KRX,2023-12-27,910.0,0.0,-0.9441,-0.2851,0.659,,,
090430.KS,KRX,2025-03-27,1125.0,0.0,-0.656,0.4026,0.2535,-0.099143,-0.094381,0.004762
090430.KS,KRX,2026-03-30,1240.0,0.0,-4.0166,-3.1852,0.8314,0.045122,0.051745,-0.006624
011070.KS,KRX,2023-12-27,2610.0,0.0,0.0,1.158,-1.158,,,
011070.KS,KRX,2025-03-28,2090.0,0.0,-0.8159,0.4071,0.4088,-0.098683,-0.092698,0.005985
011070.KS,KRX,2026-03-30,1880.0,0.0,-5.1482,-4.5885,0.5597,0.210025,0.217176,-0.007151
086280.KS,KRX,2024-03-28,3150.0,0.0,-1.6173,1.8415,-0.2243,,,
086280.KS,KRX,2024-07-12,0.0,2.0,1.3069,1.3069,-0.0,0.18161,0.197457,-0.015847
086280.KS,KRX,2025-03-28,3700.0,0.0,-2.2932,0.7601,1.5331,0.024165,0.044964,-0.020799
086280.KS,KRX,2026-03-30,5800.0,0.0,-6.6955,-4.2977,2.3977,0.157896,0.179935,-0.022039
251270.KS,KRX,2024-12-27,417.0,0.0,0.5736,1.382,-0.8083,-0.035665,-0.031933,0.003732
251270.KS,KRX,2026-02-26,876.0,0.0,-0.5226,1.019,-0.4964,0.003335,0.012165,-0.00883
034730.KS,KRX,2023-08-09,1500.0,0.0,-0.6532,0.3298,0.3233,,,
034730.KS,KRX,2024-03-29,3500.0,0.0,-0.8762,1.0609,-0.1846,,,
034730.KS,KRX,2024-08-13,1500.0,0.0,-0.7262,0.3671,0.3591,-0.073156,-0.063005,0.010151
034730.KS,KRX,2025-03-31,5500.0,0.0,-3.7956,0.2281,3.5675,-0.073515,-0.0504,0.023114
034730.KS,KRX,2025-08-13,1500.0,0.0,0.5876,1.4001,-0.8125,0.085376,0.108809,-0.023432
034730.KS,KRX,2026-03-31,6500.0,0.0,-4.9307,-2.9874,1.9432,0.170023,0.192645,-0.022622
003550.KS,KRX,2023-12-27,3100.0,0.0,-3.624,-0.1174,3.5066,,,
003550.KS,KRX,2025-03-25,3100.0,0.0,-3.5868,0.9009,2.6859,-0.071548,-0.048446,0.023103
003550.KS,KRX,2025-09-11,1000.0,0.0,-0.9009,0.3911,0.5098,0.003325,0.025363,-0.022038
003550.KS,KRX,2026-03-30,2100.0,0.0,-5.1685,-2.8769,2.2917,0.024044,0.048035,-0.023991
010130.KS,KRX,2023-12-27,5000.0,0.0,-1.1,-0.101,0.999,,,
010130.KS,KRX,2024-06-27,10000.0,0.0,-1.5238,0.3883,1.1355,0.033079,0.046013,-0.012934
010130.KS,KRX,2024-12-27,7500.0,0.0,0.082,0.7016,-0.6196,0.276378,0.288591,-0.012214
010130.KS,KRX,2025-02-24,0.0,10.0,0.6127,0.6127,0.0,0.092106,0.099576,-0.00747
010130.KS,KRX,2025-12-29,20000.0,0.0,-0.9317,0.6309,0.3008,0.284788,0.299953,-0.015165
010130.KS,KRX,2026-05-20,5000.0,0.0,1.1645,1.534,-0.3695,0.072649,0.07997,-0.007321
024110.KS,KRX,2024-03-28,984.0,0.0,-6.3556,0.3187,6.0369,,,
024110.KS,KRX,2025-03-28,1065.0,0.0,-6.5764,0.3115,6.2649,0.028881,0.077704,-0.048822
024110.KS,KRX,2026-03-30,1048.0,0.0,-5.7325,-1.3421,4.3904,0.09693,0.136602,-0.039672
030200.KS,KRX,2023-12-27,1960.0,0.0,-5.0776,0.4777,4.5998,,,
030200.KS,KRX,2024-03-28,500.0,0.0,-0.6468,0.6553,-0.0085,,,
030200.KS,KRX,2024-06-27,500.0,0.0,-1.0753,0.2725,0.8028,0.024297,0.049614,-0.025317
030200.KS,KRX,2024-09-27,500.0,0.0,0.0,1.2195,-1.2195,0.062137,0.088249,-0.026113
030200.KS,KRX,2025-02-27,500.0,0.0,-0.3122,0.7361,-0.4239,0.105407,0.127213,-0.021806
030200.KS,KRX,2025-03-28,600.0,0.0,-0.4012,0.8122,-0.411,0.118983,0.146392,-0.027408
030200.KS,KRX,2025-07-29,600.0,0.0,-1.085,-0.0,1.085,0.115108,0.138131,-0.023023
030200.KS,KRX,2025-11-04,600.0,0.0,-0.9146,0.3086,0.606,0.020789,0.040739,-0.019949
030200.KS,KRX,2026-02-24,600.0,0.0,-1.034,-0.149,0.8849,0.172841,0.195716,-0.022875
030200.KS,KRX,2026-05-26,600.0,0.0,0.3584,1.4493,-1.0909,0.022469,0.040468,-0.017999
017670.KS,KRX,2023-09-26,830.0,0.0,-1.5686,0.0598,1.5088,,,
017670.KS,KRX,2023-12-27,1050.0,0.0,-1.5,0.6129,0.8871,,,
017670.KS,KRX,2024-03-28,830.0,0.0,-1.1091,0.4318,0.6773,,,
017670.KS,KRX,2024-06-27,830.0,0.0,-1.5385,0.0586,1.4798,0.010186,0.030843,-0.020657
017670.KS,KRX,2024-09-27,830.0,0.0,-1.0345,0.4023,0.6322,0.049052,0.072994,-0.023942
017670.KS,KRX,2025-02-27,1050.0,0.0,-0.8621,0.9658,-0.1037,0.025747,0.048882,-0.023134
017670.KS,KRX,2025-05-29,830.0,0.0,-0.5803,1.0419,-0.4616,-0.023845,-0.000668,0.023177
017670.KS,KRX,2025-08-28,830.0,0.0,-0.722,0.788,-0.066,0.005635,0.031257,-0.025623
017670.KS,KRX,2026-05-28,830.0,0.0,-1.494,-0.6729,0.8211,0.244264,0.262916,-0.018652
352820.KS,KRX,2023-12-27,700.0,0.0,0.4415,0.7529,-0.3114,,,
352820.KS,KRX,2025-03-13,200.0,0.0,-0.6438,-0.5584,0.0854,0.053218,0.054067,-0.000848
352820.KS,KRX,2026-03-12,500.0,0.0,0.8487,0.9915,-0.1428,0.137855,0.138979,-0.001124
138040.KS,KRX,2023-12-27,2360.0,0.0,-0.8446,3.2723,-2.4277,,,
138040.KS,KRX,2025-02-27,1350.0,0.0,-0.9772,0.1235,0.8537,0.221485,0.233284,-0.0118
000100.KS,KRX,2023-12-27,450.0,1.05,0.794,1.48,-0.686,,,
000100.KS,KRX,2024-12-27,500.0,0.0,-0.2602,0.1742,0.086,0.110257,0.113647,-0.00339
000100.KS,KRX,2026-02-26,600.0,0.0,-3.5367,-3.0222,0.5145,0.007502,0.010792,-0.003291
018880.KS,KRX,2023-09-26,60.94891,0.0,0.0,0.6735,-0.6735,,,
018880.KS,KRX,2023-12-27,60.94891,0.0,-0.8208,0.0131,0.8077,,,
267260.KS,KRX,2023-12-27,1000.0,0.0,0.375,1.6456,-1.2706,,,
267260.KS,KRX,2024-09-27,1100.0,0.0,-0.597,-0.2695,0.3275,0.385184,0.389664,-0.00448
267260.KS,KRX,2025-02-18,4250.0,0.0,0.1342,1.2899,-1.1557,0.286857,0.297764,-0.010907
267260.KS,KRX,2025-06-27,1900.0,0.0,0.0,0.3941,-0.3941,0.341679,0.351504,-0.009824
267260.KS,KRX,2026-02-26,5200.0,0.0,0.939,1.4342,-0.4953,0.529933,0.537841,-0.007908
267260.KS,KRX,2026-05-12,1300.0,0.0,0.3671,0.463,-0.0959,0.503381,0.509289,-0.005908
047810.KS,KRX,2023-12-27,500.0,0.0,0.1018,1.1317,-1.0298,,,
047810.KS,KRX,2025-03-31,500.0,0.0,-2.6774,-2.0216,0.6558,0.171128,0.176755,-0.005627
047810.KS,KRX,2026-03-31,500.0,0.0,-2.0092,-1.7271,0.2821,0.293853,0.297194,-0.003341
071050.KS,KRX,2023-12-27,2650.0,0.0,-3.3281,0.9098,2.4182,,,
071050.KS,KRX,2025-02-27,3980.0,0.0,-3.0675,1.9092,1.1583,0.075008,0.108724,-0.033716
071050.KS,KRX,2026-02-26,8690.0,0.0,-1.6667,1.6035,0.0632,0.53739,0.581382,-0.043992
004020.KS,KRX,2024-03-28,1000.0,0.0,-1.3804,1.7405,-0.3601,,,
004020.KS,KRX,2025-03-27,750.0,0.0,-2.7422,-0.0,2.7422,-0.036175,-0.017746,0.018429
004020.KS,KRX,2026-03-30,500.0,0.0,-4.4286,-3.0435,1.3851,0.047612,0.061314,-0.013701
005830.KS,KRX,2024-03-28,5300.0,0.0,-3.5644,1.7764,1.788,,,
005830.KS,KRX,2025-03-27,6800.0,0.0,-7.1429,-0.2193,6.9236,-0.041832,-0.000879,0.040953
005830.KS,KRX,2026-03-26,7600.0,0.0,-3.6466,0.2672,3.3794,0.201353,0.244122,-0.042769
000720.KS,KRX,2024-03-25,600.0,0.0,-0.7331,1.0448,-0.3116,,,
000720.KS,KRX,2025-03-24,600.0,0.0,-1.462,0.2976,1.1644,0.019216,0.031501,-0.012285
000720.KS,KRX,2026-03-30,800.0,0.0,-7.6115,-7.124,0.4875,0.571814,0.58083,-0.009016
010950.KS,KRX,2023-12-27,1500.0,0.0,-2.1246,0.0,2.1246,,,
010950.KS,KRX,2024-08-14,125.0,0.0,-0.1508,0.0378,0.1131,-0.034802,-0.029979,0.004823
010950.KS,KRX,2026-04-03,330.0,0.0,1.5962,1.912,-0.3158,0.227782,0.231013,-0.003231
