ticker,market,kind,profile,signal_date,price,target,return_pct_needed,predicted_confidence,predicted_days,hit,days_to_hit,stop_first,actionable,realized_return_pct,price_bucket,liquidity_bucket,volatility_bucket,average_turnover,atr_pct,next_open_gap_pct,trend_score,downside_risk_score,breakout_probability_pct,volatility_expanding,strategy_eligible
UNH,US,pullback,pullback_ext,2026-04-17,322.78643798828125,373.4033,15.68,16.3,,True,15.0,False,True,15.69,200_500,liquid,normal,2749170711.67,2.676,-0.136,,,,,True
XOM,US,risk,conservative,2025-06-16,108.30404663085938,111.97999999999999,3.39,61.8,9.6,True,4.0,False,True,1.91,50_200,liquid,normal,1775573211.6,1.928,1.307,4.0,0.0,73.4,False,True
XOM,US,risk,balanced,2025-06-16,108.30404663085938,117.58,8.56,34.3,31.2,False,,False,True,2.58,50_200,liquid,normal,1775573211.6,1.928,1.307,4.0,0.0,73.4,False,True
XOM,US,risk,aggressive,2025-06-16,108.30404663085938,123.46000000000001,13.99,21.6,64.2,False,,True,True,-4.87,50_200,liquid,normal,1775573211.6,1.928,1.307,4.0,0.0,73.4,False,True
XOM,US,pullback,pullback_main,2025-06-16,108.30404663085938,114.4045,5.63,35.5,,False,,True,True,-5.25,50_200,liquid,normal,1775573211.6,1.928,1.307,,,,,True
XOM,US,pullback,pullback_ext,2025-06-16,108.30404663085938,141.2372,30.41,14.7,,False,,True,True,-5.25,50_200,liquid,normal,1775573211.6,1.928,1.307,,,,,True
XOM,US,risk,conservative,2025-07-09,109.57504272460938,112.025,2.24,61.1,7.0,False,,True,True,-6.69,50_200,liquid,normal,2107653960.49,2.149,-0.079,4.0,0.0,66.2,False,True
XOM,US,risk,balanced,2025-07-09,109.57504272460938,117.625,7.35,34.4,26.6,False,,True,True,-2.87,50_200,liquid,normal,2107653960.49,2.149,-0.079,4.0,0.0,66.2,False,True
XOM,US,risk,aggressive,2025-07-09,109.57504272460938,125.00999999999999,14.09,21.6,64.3,False,,True,True,-3.94,50_200,liquid,normal,2107653960.49,2.149,-0.079,4.0,0.0,66.2,False,True
XOM,US,pullback,pullback_main,2025-07-09,109.57504272460938,112.6081,2.77,38.6,,False,,True,True,-4.37,50_200,liquid,normal,2107653960.49,2.149,-0.079,,,,,True
XOM,US,pullback,pullback_ext,2025-07-09,109.57504272460938,130.962,19.52,16.0,,False,,True,True,-4.37,50_200,liquid,normal,2107653960.49,2.149,-0.079,,,,,True
XOM,US,risk,conservative,2025-07-30,107.74557495117188,110.525,2.58,58.1,11.3,False,,True,True,-2.88,50_200,liquid,normal,1529294784.82,1.563,-1.376,3.0,12.0,23.3,False,True
XOM,US,risk,balanced,2025-07-30,107.74557495117188,116.05000000000001,7.71,24.9,39.5,False,,False,False,,50_200,liquid,normal,1529294784.82,1.563,-1.376,3.0,12.0,23.3,False,False
XOM,US,risk,aggressive,2025-07-30,107.74557495117188,121.85,13.09,13.7,89.7,False,,False,False,,50_200,liquid,normal,1529294784.82,1.563,-1.376,3.0,12.0,23.3,False,False
XOM,US,pullback,pullback_main,2025-07-30,107.74557495117188,112.6081,4.51,38.1,,False,,True,True,-1.92,50_200,liquid,normal,1529294784.82,1.563,-1.376,,,,,True
XOM,US,pullback,pullback_ext,2025-07-30,107.74557495117188,127.783,18.6,16.1,,False,,True,True,-1.92,50_200,liquid,normal,1529294784.82,1.563,-1.376,,,,,True
XOM,US,risk,conservative,2025-08-20,105.47310638427734,108.82,3.17,60.1,10.7,True,5.0,False,True,3.13,50_200,liquid,normal,1645512478.81,1.802,-0.101,4.0,18.0,49.3,False,True
XOM,US,risk,balanced,2025-08-20,105.47310638427734,114.25999999999999,8.33,27.7,35.3,False,,False,False,,50_200,liquid,normal,1645512478.81,1.802,-0.101,4.0,18.0,49.3,False,False
XOM,US,risk,aggressive,2025-08-20,105.47310638427734,119.975,13.75,20.4,74.7,False,,False,False,,50_200,liquid,normal,1645512478.81,1.802,-0.101,4.0,18.0,49.3,False,False
XOM,US,pullback,pullback_main,2025-08-20,105.47310638427734,112.6081,6.76,38.8,,True,25.0,False,True,6.72,50_200,liquid,normal,1645512478.81,1.802,-0.101,,,,,True
XOM,US,pullback,pullback_ext,2025-08-20,105.47310638427734,127.783,21.15,16.1,,False,,False,True,11.99,50_200,liquid,normal,1645512478.81,1.802,-0.101,,,,,True
XOM,US,risk,conservative,2025-09-11,108.9814224243164,112.19,2.94,59.5,10.0,True,4.0,False,True,2.14,50_200,liquid,normal,1591833546.93,1.785,0.642,3.0,12.0,66.7,False,True
XOM,US,risk,balanced,2025-09-11,108.9814224243164,117.80000000000001,8.09,33.5,34.0,True,62.0,False,True,7.25,50_200,liquid,normal,1591833546.93,1.785,0.642,3.0,12.0,66.7,False,True
XOM,US,risk,aggressive,2025-09-11,108.9814224243164,123.695,13.5,19.0,73.5,True,85.0,False,True,12.63,50_200,liquid,normal,1591833546.93,1.785,0.642,3.0,12.0,66.7,False,True
XOM,US,pullback,pullback_main,2025-09-11,108.9814224243164,112.6081,3.33,38.0,,True,10.0,False,True,2.52,50_200,liquid,normal,1591833546.93,1.785,0.642,,,,,True
XOM,US,pullback,pullback_ext,2025-09-11,108.9814224243164,123.6041,13.42,16.1,,True,85.0,False,True,12.54,50_200,liquid,normal,1591833546.93,1.785,0.642,,,,,True
XOM,US,risk,conservative,2025-10-02,108.15536499023438,110.99000000000001,2.62,55.3,13.6,True,2.0,False,True,1.91,50_200,liquid,normal,1860185771.27,1.83,0.548,1.0,24.0,8.0,False,True
XOM,US,risk,balanced,2025-10-02,108.15536499023438,116.535,7.75,23.9,48.2,False,,False,False,,50_200,liquid,normal,1860185771.27,1.83,0.548,1.0,24.0,8.0,False,False
